# x_m,y_m,w_tr_right_m,w_tr_left_m
126.8519,50.6119,1.0006,1.0006
126.7710,50.5310,1.0006,1.0006
126.6901,50.5310,1.0232,1.0232
126.6092,50.5310,1.0006,1.0006
126.5283,50.4501,1.0006,1.0006
126.4474,50.4501,1.0232,1.0232
126.3665,50.3692,0.9774,0.9774
126.2856,50.3692,1.0006,1.0006
126.2047,50.3692,1.0135,1.0135
126.1239,50.2883,0.9774,0.9774
126.0430,50.2883,1.0006,1.0006
125.9621,50.2883,1.0006,1.0006
125.8812,50.2075,0.9774,0.9774
125.8003,50.2075,1.0006,1.0006
125.7194,50.2075,1.0006,1.0006
125.6385,50.1266,0.9774,0.9774
125.5576,50.1266,1.0006,1.0006
125.4767,50.1266,1.0006,1.0006
125.3958,50.1266,0.9774,0.9774
125.3150,50.0457,1.0006,1.0006
125.2341,50.0457,1.0006,1.0006
125.1532,50.0457,0.9841,0.9841
125.0723,49.9648,1.0006,1.0006
124.9914,49.9648,1.0232,1.0232
124.9105,49.9648,1.0006,1.0006
124.8296,49.8839,1.0006,1.0006
124.7487,49.8839,1.0232,1.0232
124.6678,49.8839,1.0006,1.0006
124.5869,49.8030,1.0006,1.0006
124.5061,49.8030,1.0232,1.0232
124.4252,49.8030,1.0006,1.0006
124.3443,49.7221,1.0006,1.0006
124.2634,49.7221,1.0232,1.0232
124.1825,49.7221,1.0006,1.0006
124.1016,49.6412,1.0006,1.0006
124.0207,49.6412,1.0232,1.0232
123.9398,49.6412,1.0006,1.0006
123.8589,49.5603,1.0006,1.0006
123.7780,49.5603,1.0232,1.0232
123.6972,49.5603,1.0006,1.0006
123.6163,49.4794,1.0006,1.0006
123.5354,49.4794,1.0232,1.0232
123.4545,49.4794,1.0006,1.0006
123.3736,49.3986,1.0006,1.0006
123.2927,49.3986,1.0232,1.0232
123.2118,49.3986,1.0006,1.0006
123.1309,49.3177,1.0006,1.0006
123.0500,49.3177,1.0232,1.0232
122.9691,49.3177,1.0006,1.0006
122.8883,49.2368,1.0006,1.0006
122.8074,49.2368,1.0232,1.0232
122.7265,49.2368,1.0006,1.0006
122.6456,49.1559,1.0006,1.0006
122.5647,49.1559,1.0232,1.0232
122.4838,49.1559,1.0006,1.0006
122.4029,49.0750,0.9841,0.9841
122.3220,49.0750,1.0006,1.0006
122.2411,49.0750,1.0006,1.0006
122.1602,48.9941,0.9774,0.9774
122.0794,48.9941,1.0006,1.0006
121.9985,48.9941,1.0006,1.0006
121.9176,48.9132,0.9774,0.9774
121.8367,48.9132,1.0006,1.0006
121.7558,48.9132,1.0006,1.0006
121.6749,48.8323,0.9774,0.9774
121.5940,48.8323,1.0006,1.0006
121.5131,48.8323,1.0006,1.0006
121.4322,48.7514,0.9774,0.9774
121.3513,48.7514,1.0006,1.0006
121.2705,48.7514,1.0006,1.0006
121.1896,48.6705,0.9774,0.9774
121.1087,48.6705,1.0006,1.0006
121.0278,48.6705,1.0006,1.0006
120.9469,48.5897,0.9774,0.9774
120.8660,48.5897,1.0006,1.0006
120.7851,48.5897,1.0006,1.0006
120.7042,48.5088,0.9774,0.9774
120.6233,48.5088,1.0006,1.0006
120.5424,48.5088,1.0006,1.0006
120.4616,48.5088,0.9774,0.9774
120.3807,48.4279,1.0006,1.0006
120.2998,48.4279,1.0006,1.0006
120.2189,48.4279,0.9841,0.9841
120.1380,48.3470,1.0006,1.0006
120.0571,48.3470,1.0232,1.0232
119.9762,48.3470,1.0006,1.0006
119.8953,48.2661,1.0006,1.0006
119.8144,48.2661,1.0232,1.0232
119.7335,48.2661,1.0006,1.0006
119.6527,48.1852,1.0006,1.0006
119.5718,48.1852,1.0232,1.0232
119.4909,48.1852,1.0006,1.0006
119.4100,48.1043,1.0006,1.0006
119.3291,48.1043,1.0232,1.0232
119.2482,48.1043,1.0006,1.0006
119.1673,48.0234,1.0006,1.0006
119.0864,48.0234,1.0232,1.0232
119.0055,48.0234,1.0006,1.0006
118.9246,47.9425,1.0006,1.0006
118.8438,47.9425,1.0232,1.0232
118.7629,47.9425,1.0006,1.0006
118.6820,47.8616,1.0006,1.0006
118.6011,47.8616,1.0232,1.0232
118.5202,47.8616,1.0006,1.0006
118.4393,47.7808,1.0006,1.0006
118.3584,47.7808,1.0232,1.0232
118.2775,47.7808,1.0006,1.0006
118.1966,47.6999,1.0006,1.0006
118.1157,47.6999,1.0232,1.0232
118.0349,47.6999,1.0006,1.0006
117.9540,47.6190,1.0006,1.0006
117.8731,47.6190,1.0232,1.0232
117.7922,47.6190,1.0006,1.0006
117.7113,47.5381,0.9841,0.9841
117.6304,47.5381,1.0006,1.0006
117.5495,47.5381,1.0006,1.0006
117.4686,47.4572,0.9774,0.9774
117.3877,47.4572,1.0006,1.0006
117.3068,47.4572,1.0006,1.0006
117.2260,47.4572,0.9841,0.9841
117.1451,47.3763,1.0006,1.0006
117.0642,47.3763,1.0232,1.0232
116.9833,47.3763,1.0006,1.0006
116.9024,47.2954,1.0006,1.0006
116.8215,47.2954,1.0232,1.0232
116.7406,47.2954,1.0006,1.0006
116.6597,47.2145,1.0006,1.0006
116.5788,47.2145,1.0232,1.0232
116.4979,47.2145,1.0006,1.0006
116.4171,47.1336,1.0006,1.0006
116.3362,47.1336,1.0232,1.0232
116.2553,47.1336,1.0006,1.0006
116.1744,47.0527,0.9841,0.9841
116.0935,47.0527,1.0006,1.0006
116.0126,47.0527,1.0006,1.0006
115.9317,46.9719,0.9774,0.9774
115.8508,46.9719,1.0006,1.0006
115.7699,46.9719,1.0232,1.0232
115.6890,46.9719,1.0006,1.0006
115.6082,46.8910,1.0006,1.0006
115.5273,46.8910,1.0232,1.0232
115.4464,46.8910,1.0006,1.0006
115.3655,46.8101,0.9841,0.9841
115.2846,46.8101,1.0006,1.0006
115.2037,46.8101,1.0006,1.0006
115.1228,46.7292,0.9774,0.9774
115.0419,46.7292,1.0006,1.0006
114.9610,46.7292,1.0006,1.0006
114.8801,46.7292,0.9841,0.9841
114.7993,46.6483,1.0006,1.0006
114.7184,46.6483,1.0232,1.0232
114.6375,46.6483,1.0006,1.0006
114.5566,46.5674,1.0006,1.0006
114.4757,46.5674,1.0232,1.0232
114.3948,46.5674,1.0006,1.0006
114.3139,46.4865,0.9841,0.9841
114.2330,46.4865,1.0006,1.0006
114.1521,46.4865,1.0006,1.0006
114.0712,46.4056,0.9774,0.9774
113.9904,46.4056,1.0006,1.0006
113.9095,46.4056,1.0232,1.0232
113.8286,46.4056,1.0006,1.0006
113.7477,46.3247,1.0006,1.0006
113.6668,46.3247,1.0232,1.0232
113.5859,46.3247,1.0006,1.0006
113.5050,46.2438,0.9841,0.9841
113.4241,46.2438,1.0006,1.0006
113.3432,46.2438,1.0006,1.0006
113.2623,46.1630,0.9774,0.9774
113.1815,46.1630,1.0006,1.0006
113.1006,46.1630,1.0232,1.0232
113.0197,46.1630,1.0006,1.0006
112.9388,46.0821,0.9841,0.9841
112.8579,46.0821,1.0006,1.0006
112.7770,46.0821,1.0006,1.0006
112.6961,46.0012,0.9774,0.9774
112.6152,46.0012,1.0006,1.0006
112.5343,46.0012,1.0232,1.0232
112.4534,46.0012,1.0006,1.0006
112.3726,45.9203,1.0006,1.0006
112.2917,45.9203,1.0232,1.0232
112.2108,45.9203,1.0006,1.0006
112.1299,45.8394,0.9841,0.9841
112.0490,45.8394,1.0006,1.0006
111.9681,45.8394,1.0006,1.0006
111.8872,45.7585,0.9774,0.9774
111.8063,45.7585,1.0006,1.0006
111.7254,45.7585,1.0232,1.0232
111.6445,45.7585,1.0006,1.0006
111.5637,45.6776,0.9841,0.9841
111.4828,45.6776,1.0006,1.0006
111.4019,45.6776,1.0006,1.0006
111.3210,45.5967,0.9774,0.9774
111.2401,45.5967,1.0006,1.0006
111.1592,45.5967,1.0232,1.0232
111.0783,45.5967,1.0006,1.0006
110.9974,45.5158,1.0006,1.0006
110.9165,45.5158,1.0232,1.0232
110.8356,45.5158,1.0006,1.0006
110.7548,45.4349,0.9841,0.9841
110.6739,45.4349,1.0006,1.0006
110.5930,45.4349,1.0006,1.0006
110.5121,45.3541,0.9774,0.9774
110.4312,45.3541,1.0006,1.0006
110.3503,45.3541,1.0232,1.0232
110.2694,45.3541,1.0006,1.0006
110.1885,45.2732,0.9841,0.9841
110.1076,45.2732,1.0006,1.0006
110.0267,45.2732,1.0006,1.0006
109.9459,45.1923,0.9774,0.9774
109.8650,45.1923,1.0006,1.0006
109.7841,45.1923,1.0232,1.0232
109.7032,45.1923,1.0006,1.0006
109.6223,45.1114,0.9841,0.9841
109.5414,45.1114,1.0006,1.0006
109.4605,45.1114,1.0006,1.0006
109.3796,45.0305,0.9774,0.9774
109.2987,45.0305,1.0006,1.0006
109.2178,45.0305,1.0232,1.0232
109.1370,45.0305,1.0006,1.0006
109.0561,44.9496,0.9841,0.9841
108.9752,44.9496,1.0006,1.0006
108.8943,44.9496,1.0006,1.0006
108.8134,44.8687,0.9774,0.9774
108.7325,44.8687,1.0006,1.0006
108.6516,44.8687,1.0232,1.0232
108.5707,44.8687,1.0006,1.0006
108.4898,44.7878,0.9841,0.9841
108.4089,44.7878,1.0006,1.0006
108.3281,44.7878,1.0006,1.0006
108.2472,44.7069,0.9774,0.9774
108.1663,44.7069,1.0006,1.0006
108.0854,44.7069,1.0232,1.0232
108.0045,44.7069,1.0006,1.0006
107.9236,44.6260,1.0006,1.0006
107.8427,44.6260,1.0232,1.0232
107.7618,44.6260,1.0006,1.0006
107.6809,44.5452,0.9841,0.9841
107.6000,44.5452,1.0006,1.0006
107.5192,44.5452,1.0006,1.0006
107.4383,44.4643,0.9774,0.9774
107.3574,44.4643,1.0006,1.0006
107.2765,44.4643,1.0232,1.0232
107.1956,44.4643,1.0006,1.0006
107.1147,44.3834,0.9841,0.9841
107.0338,44.3834,1.0006,1.0006
106.9529,44.3834,1.0006,1.0006
106.8720,44.3834,0.9841,0.9841
106.7911,44.3025,0.9841,0.9841
106.7103,44.3025,1.0006,1.0006
106.6294,44.3025,1.0006,1.0006
106.5485,44.2216,0.9774,0.9774
106.4676,44.2216,1.0006,1.0006
106.3867,44.2216,1.0232,1.0232
106.3058,44.2216,1.0006,1.0006
106.2249,44.1407,0.9841,0.9841
106.1440,44.1407,1.0006,1.0006
106.0631,44.1407,1.0006,1.0006
105.9822,44.0598,0.9774,0.9774
105.9014,44.0598,1.0006,1.0006
105.8205,44.0598,1.0232,1.0232
105.7396,44.0598,1.0006,1.0006
105.6587,43.9789,0.9841,0.9841
105.5778,43.9789,1.0006,1.0006
105.4969,43.9789,1.0006,1.0006
105.4160,43.9789,0.9841,0.9841
105.3351,43.8980,1.0006,1.0006
105.2542,43.8980,1.0232,1.0232
105.1733,43.8980,1.0006,1.0006
105.0925,43.8171,0.9841,0.9841
105.0116,43.8171,1.0006,1.0006
104.9307,43.8171,1.0232,1.0232
104.8498,43.8171,1.0006,1.0006
104.7689,43.7363,0.9841,0.9841
104.6880,43.7363,1.0006,1.0006
104.6071,43.7363,1.0006,1.0006
104.5262,43.7363,0.9841,0.9841
104.4453,43.6554,1.0006,1.0006
104.3644,43.6554,1.0232,1.0232
104.2836,43.6554,1.0006,1.0006
104.2027,43.5745,0.9841,0.9841
104.1218,43.5745,1.0006,1.0006
104.0409,43.5745,1.0232,1.0232
103.9600,43.5745,1.0006,1.0006
103.8791,43.4936,0.9841,0.9841
103.7982,43.4936,1.0006,1.0006
103.7173,43.4936,1.0006,1.0006
103.6364,43.4936,0.9841,0.9841
103.5555,43.4127,0.9841,0.9841
103.4747,43.4127,1.0006,1.0006
103.3938,43.4127,1.0006,1.0006
103.3129,43.4127,0.9841,0.9841
103.2320,43.3318,0.9841,0.9841
103.1511,43.3318,1.0006,1.0006
103.0702,43.3318,1.0006,1.0006
102.9893,43.3318,0.9841,0.9841
102.9084,43.2509,0.9841,0.9841
102.8275,43.2509,1.0006,1.0006
102.7466,43.2509,1.0006,1.0006
102.6658,43.2509,0.9841,0.9841
102.5849,43.1700,1.0006,1.0006
102.5040,43.1700,1.0232,1.0232
102.4231,43.1700,1.0006,1.0006
102.3422,43.1700,0.9841,0.9841
102.2613,43.0891,1.0006,1.0006
102.1804,43.0891,1.0232,1.0232
102.0995,43.0891,1.0006,1.0006
102.0186,43.0082,0.9841,0.9841
101.9377,43.0082,1.0006,1.0006
101.8569,43.0082,1.0232,1.0232
101.7760,43.0082,1.0006,1.0006
101.6951,42.9274,0.9841,0.9841
101.6142,42.9274,1.0006,1.0006
101.5333,42.9274,1.0232,1.0232
101.4524,42.9274,1.0006,1.0006
101.3715,42.8465,0.9841,0.9841
101.2906,42.8465,1.0006,1.0006
101.2097,42.8465,1.0232,1.0232
101.1288,42.8465,1.0006,1.0006
101.0480,42.7656,0.9841,0.9841
100.9671,42.7656,1.0006,1.0006
100.8862,42.7656,1.0232,1.0232
100.8053,42.7656,1.0006,1.0006
100.7244,42.6847,0.9841,0.9841
100.6435,42.6847,1.0006,1.0006
100.5626,42.6847,1.0232,1.0232
100.4817,42.6847,1.0006,1.0006
100.4008,42.6038,0.9841,0.9841
100.3199,42.6038,1.0006,1.0006
100.2391,42.6038,1.0232,1.0232
100.1582,42.6038,1.0006,1.0006
100.0773,42.5229,0.9841,0.9841
99.9964,42.5229,1.0006,1.0006
99.9155,42.5229,1.0232,1.0232
99.8346,42.5229,1.0006,1.0006
99.7537,42.4420,0.9841,0.9841
99.6728,42.4420,1.0006,1.0006
99.5919,42.4420,1.0232,1.0232
99.5110,42.4420,1.0006,1.0006
99.4302,42.3611,0.9841,0.9841
99.3493,42.3611,1.0006,1.0006
99.2684,42.3611,1.0232,1.0232
99.1875,42.3611,1.0006,1.0006
99.1066,42.2802,0.9841,0.9841
99.0257,42.2802,1.0006,1.0006
98.9448,42.2802,1.0232,1.0232
98.8639,42.2802,1.0006,1.0006
98.7830,42.1993,0.9841,0.9841
98.7021,42.1993,1.0006,1.0006
98.6213,42.1993,1.0232,1.0232
98.5404,42.1993,1.0006,1.0006
98.4595,42.1185,0.9841,0.9841
98.3786,42.1185,1.0006,1.0006
98.2977,42.1185,1.0232,1.0232
98.2168,42.1185,1.0006,1.0006
98.1359,42.0376,0.9841,0.9841
98.0550,42.0376,1.0006,1.0006
97.9741,42.0376,1.0232,1.0232
97.8932,42.0376,1.0006,1.0006
97.8124,41.9567,0.9841,0.9841
97.7315,41.9567,1.0006,1.0006
97.6506,41.9567,1.0232,1.0232
97.5697,41.9567,1.0006,1.0006
97.4888,41.8758,0.9740,0.9740
97.4079,41.8758,0.9841,0.9841
97.3270,41.8758,1.0006,1.0006
97.2461,41.8758,1.0006,1.0006
97.1652,41.7949,0.9740,0.9740
97.0843,41.7949,0.9841,0.9841
97.0035,41.7949,1.0006,1.0006
96.9226,41.7949,1.0006,1.0006
96.8417,41.7949,0.9841,0.9841
96.7608,41.7140,0.9841,0.9841
96.6799,41.7140,1.0006,1.0006
96.5990,41.7140,1.0006,1.0006
96.5181,41.7140,0.9841,0.9841
96.4372,41.6331,0.9841,0.9841
96.3563,41.6331,1.0006,1.0006
96.2754,41.6331,1.0006,1.0006
96.1946,41.6331,0.9841,0.9841
96.1137,41.5522,0.9841,0.9841
96.0328,41.5522,1.0006,1.0006
95.9519,41.5522,1.0006,1.0006
95.8710,41.5522,0.9841,0.9841
95.7901,41.4713,0.9841,0.9841
95.7092,41.4713,1.0006,1.0006
95.6283,41.4713,1.0006,1.0006
95.5474,41.4713,0.9841,0.9841
95.4665,41.3904,0.9841,0.9841
95.3857,41.3904,1.0006,1.0006
95.3048,41.3904,1.0006,1.0006
95.2239,41.3904,0.9841,0.9841
95.1430,41.3096,0.9841,0.9841
95.0621,41.3096,1.0006,1.0006
94.9812,41.3096,1.0006,1.0006
94.9003,41.3096,0.9841,0.9841
94.8194,41.2287,0.9841,0.9841
94.7385,41.2287,1.0006,1.0006
94.6576,41.2287,1.0006,1.0006
94.5768,41.2287,0.9841,0.9841
94.4959,41.1478,0.9841,0.9841
94.4150,41.1478,1.0006,1.0006
94.3341,41.1478,1.0006,1.0006
94.2532,41.1478,0.9841,0.9841
94.1723,41.0669,0.9841,0.9841
94.0914,41.0669,1.0006,1.0006
94.0105,41.0669,1.0232,1.0232
93.9296,41.0669,1.0006,1.0006
93.8487,40.9860,0.9841,0.9841
93.7679,40.9860,1.0006,1.0006
93.6870,40.9860,1.0232,1.0232
93.6061,40.9860,1.0006,1.0006
93.5252,40.9051,0.9841,0.9841
93.4443,40.9051,1.0006,1.0006
93.3634,40.9051,1.0232,1.0232
93.2825,40.9051,1.0006,1.0006
93.2016,40.8242,0.9841,0.9841
93.1207,40.8242,1.0006,1.0006
93.0398,40.8242,1.0232,1.0232
92.9590,40.8242,1.0006,1.0006
92.8781,40.7433,0.9740,0.9740
92.7972,40.7433,0.9841,0.9841
92.7163,40.7433,1.0006,1.0006
92.6354,40.7433,1.0006,1.0006
92.5545,40.6624,0.9740,0.9740
92.4736,40.6624,0.9841,0.9841
92.3927,40.6624,1.0006,1.0006
92.3118,40.6624,1.0232,1.0232
92.2309,40.6624,1.0006,1.0006
92.1501,40.5815,0.9740,0.9740
92.0692,40.5815,0.9841,0.9841
91.9883,40.5815,1.0006,1.0006
91.9074,40.5815,1.0006,1.0006
91.8265,40.5007,0.9740,0.9740
91.7456,40.5007,0.9841,0.9841
91.6647,40.5007,1.0006,1.0006
91.5838,40.5007,1.0232,1.0232
91.5029,40.5007,1.0006,1.0006
91.4220,40.4198,0.9841,0.9841
91.3412,40.4198,1.0006,1.0006
91.2603,40.4198,1.0232,1.0232
91.1794,40.4198,1.0006,1.0006
91.0985,40.3389,0.9740,0.9740
91.0176,40.3389,0.9841,0.9841
90.9367,40.3389,1.0006,1.0006
90.8558,40.3389,1.0232,1.0232
90.7749,40.2580,0.9707,0.9707
90.6940,40.2580,0.9740,0.9740
90.6131,40.2580,0.9841,0.9841
90.5323,40.2580,1.0006,1.0006
90.4514,40.2580,1.0232,1.0232
90.3705,40.1771,0.9740,0.9740
90.2896,40.1771,0.9841,0.9841
90.2087,40.1771,1.0006,1.0006
90.1278,40.1771,1.0232,1.0232
90.0469,40.1771,1.0006,1.0006
89.9660,40.0962,0.9740,0.9740
89.8851,40.0962,0.9841,0.9841
89.8042,40.0962,1.0006,1.0006
89.7234,40.0962,1.0232,1.0232
89.6425,40.0153,0.9707,0.9707
89.5616,40.0153,0.9740,0.9740
89.4807,40.0153,0.9841,0.9841
89.3998,40.0153,1.0006,1.0006
89.3189,40.0153,1.0006,1.0006
89.2380,39.9344,0.9740,0.9740
89.1571,39.9344,0.9841,0.9841
89.0762,39.9344,1.0006,1.0006
88.9953,39.9344,1.0232,1.0232
88.9145,39.9344,1.0006,1.0006
88.8336,39.8535,0.9740,0.9740
88.7527,39.8535,0.9841,0.9841
88.6718,39.8535,1.0006,1.0006
88.5909,39.8535,1.0232,1.0232
88.5100,39.7726,0.9707,0.9707
88.4291,39.7726,0.9740,0.9740
88.3482,39.7726,0.9841,0.9841
88.2673,39.7726,1.0006,1.0006
88.1864,39.7726,1.0006,1.0006
88.1056,39.6918,0.9740,0.9740
88.0247,39.6918,0.9841,0.9841
87.9438,39.6918,1.0006,1.0006
87.8629,39.6918,1.0232,1.0232
87.7820,39.6918,1.0006,1.0006
87.7011,39.6109,0.9740,0.9740
87.6202,39.6109,0.9841,0.9841
87.5393,39.6109,1.0006,1.0006
87.4584,39.6109,1.0232,1.0232
87.3775,39.5300,0.9707,0.9707
87.2967,39.5300,0.9740,0.9740
87.2158,39.5300,0.9841,0.9841
87.1349,39.5300,1.0006,1.0006
87.0540,39.5300,1.0006,1.0006
86.9731,39.4491,0.9740,0.9740
86.8922,39.4491,0.9841,0.9841
86.8113,39.4491,1.0006,1.0006
86.7304,39.4491,1.0232,1.0232
86.6495,39.4491,1.0006,1.0006
86.5686,39.3682,0.9740,0.9740
86.4878,39.3682,0.9841,0.9841
86.4069,39.3682,1.0006,1.0006
86.3260,39.3682,1.0232,1.0232
86.2451,39.2873,0.9707,0.9707
86.1642,39.2873,0.9740,0.9740
86.0833,39.2873,0.9841,0.9841
86.0024,39.2873,1.0006,1.0006
85.9215,39.2873,1.0006,1.0006
85.8406,39.2064,0.9707,0.9707
85.7597,39.2064,0.9740,0.9740
85.6789,39.2064,0.9841,0.9841
85.5980,39.2064,1.0006,1.0006
85.5171,39.2064,1.0006,1.0006
85.4362,39.1255,0.9740,0.9740
85.3553,39.1255,0.9841,0.9841
85.2744,39.1255,1.0006,1.0006
85.1935,39.1255,1.0232,1.0232
85.1126,39.1255,1.0006,1.0006
85.0317,39.0446,0.9740,0.9740
84.9508,39.0446,0.9841,0.9841
84.8700,39.0446,1.0006,1.0006
84.7891,39.0446,1.0232,1.0232
84.7082,38.9637,0.9707,0.9707
84.6273,38.9637,0.9740,0.9740
84.5464,38.9637,0.9841,0.9841
84.4655,38.9637,1.0006,1.0006
84.3846,38.9637,1.0232,1.0232
84.3037,38.8829,0.9707,0.9707
84.2228,38.8829,0.9740,0.9740
84.1419,38.8829,0.9841,0.9841
84.0611,38.8829,1.0006,1.0006
83.9802,38.8829,1.0232,1.0232
83.8993,38.8020,0.9707,0.9707
83.8184,38.8020,0.9740,0.9740
83.7375,38.8020,0.9841,0.9841
83.6566,38.8020,1.0006,1.0006
83.5757,38.8020,1.0232,1.0232
83.4948,38.7211,0.9707,0.9707
83.4139,38.7211,0.9740,0.9740
83.3330,38.7211,0.9841,0.9841
83.2522,38.7211,1.0006,1.0006
83.1713,38.7211,1.0232,1.0232
83.0904,38.6402,0.9707,0.9707
83.0095,38.6402,0.9740,0.9740
82.9286,38.6402,0.9841,0.9841
82.8477,38.6402,1.0006,1.0006
82.7668,38.6402,1.0232,1.0232
82.6859,38.5593,0.9707,0.9707
82.6050,38.5593,0.9740,0.9740
82.5241,38.5593,0.9841,0.9841
82.4433,38.5593,1.0006,1.0006
82.3624,38.5593,1.0232,1.0232
82.2815,38.4784,0.9707,0.9707
82.2006,38.4784,0.9740,0.9740
82.1197,38.4784,0.9841,0.9841
82.0388,38.4784,1.0006,1.0006
81.9579,38.4784,1.0232,1.0232
81.8770,38.3975,0.9707,0.9707
81.7961,38.3975,0.9707,0.9707
81.7152,38.3975,0.9740,0.9740
81.6344,38.3975,0.9841,0.9841
81.5535,38.3975,1.0006,1.0006
81.4726,38.3975,1.0006,1.0006
81.3917,38.3166,0.9707,0.9707
81.3108,38.3166,0.9740,0.9740
81.2299,38.3166,0.9841,0.9841
81.1490,38.3166,1.0006,1.0006
81.0681,38.3166,1.0232,1.0232
80.9872,38.2357,0.9707,0.9707
80.9063,38.2357,0.9740,0.9740
80.8255,38.2357,0.9841,0.9841
80.7446,38.2357,1.0006,1.0006
80.6637,38.2357,1.0232,1.0232
80.5828,38.2357,1.0006,1.0006
80.5019,38.1548,0.9707,0.9707
80.4210,38.1548,0.9740,0.9740
80.3401,38.1548,0.9841,0.9841
80.2592,38.1548,1.0006,1.0006
80.1783,38.1548,1.0232,1.0232
80.0974,38.0740,0.9707,0.9707
80.0166,38.0740,0.9740,0.9740
79.9357,38.0740,0.9841,0.9841
79.8548,38.0740,1.0006,1.0006
79.7739,38.0740,1.0232,1.0232
79.6930,38.0740,1.0006,1.0006
79.6121,37.9931,0.9707,0.9707
79.5312,37.9931,0.9740,0.9740
79.4503,37.9931,0.9841,0.9841
79.3694,37.9931,1.0006,1.0006
79.2885,37.9931,1.0232,1.0232
79.2077,37.9122,0.9707,0.9707
79.1268,37.9122,0.9740,0.9740
79.0459,37.9122,0.9841,0.9841
78.9650,37.9122,1.0006,1.0006
78.8841,37.9122,1.0232,1.0232
78.8032,37.9122,1.0006,1.0006
78.7223,37.8313,0.9707,0.9707
78.6414,37.8313,0.9740,0.9740
78.5605,37.8313,0.9841,0.9841
78.4796,37.8313,1.0006,1.0006
78.3988,37.8313,1.0232,1.0232
78.3179,37.7504,0.9707,0.9707
78.2370,37.7504,0.9740,0.9740
78.1561,37.7504,0.9841,0.9841
78.0752,37.7504,1.0006,1.0006
77.9943,37.7504,1.0232,1.0232
77.9134,37.7504,1.0006,1.0006
77.8325,37.6695,0.9707,0.9707
77.7516,37.6695,0.9740,0.9740
77.6707,37.6695,0.9841,0.9841
77.5899,37.6695,1.0006,1.0006
77.5090,37.6695,1.0232,1.0232
77.4281,37.5886,0.9707,0.9707
77.3472,37.5886,0.9707,0.9707
77.2663,37.5886,0.9740,0.9740
77.1854,37.5886,0.9841,0.9841
77.1045,37.5886,1.0006,1.0006
77.0236,37.5886,1.0232,1.0232
76.9427,37.5077,0.9707,0.9707
76.8618,37.5077,0.9707,0.9707
76.7810,37.5077,0.9740,0.9740
76.7001,37.5077,0.9841,0.9841
76.6192,37.5077,1.0006,1.0006
76.5383,37.5077,1.0232,1.0232
76.4574,37.4268,0.9707,0.9707
76.3765,37.4268,0.9740,0.9740
76.2956,37.4268,0.9841,0.9841
76.2147,37.4268,1.0006,1.0006
76.1338,37.4268,1.0232,1.0232
76.0529,37.4268,1.0232,1.0232
75.9721,37.3459,0.9707,0.9707
75.8912,37.3459,0.9740,0.9740
75.8103,37.3459,0.9841,0.9841
75.7294,37.3459,1.0006,1.0006
75.6485,37.3459,1.0232,1.0232
75.5676,37.2651,0.9707,0.9707
75.4867,37.2651,0.9707,0.9707
75.4058,37.2651,0.9740,0.9740
75.3249,37.2651,0.9841,0.9841
75.2440,37.2651,1.0006,1.0006
75.1632,37.2651,1.0232,1.0232
75.0823,37.1842,0.9707,0.9707
75.0014,37.1842,0.9707,0.9707
74.9205,37.1842,0.9740,0.9740
74.8396,37.1842,0.9841,0.9841
74.7587,37.1842,1.0006,1.0006
74.6778,37.1842,1.0232,1.0232
74.5969,37.1033,0.9707,0.9707
74.5160,37.1033,0.9707,0.9707
74.4351,37.1033,0.9740,0.9740
74.3543,37.1033,0.9841,0.9841
74.2734,37.1033,1.0006,1.0006
74.1925,37.1033,1.0232,1.0232
74.1116,37.1033,1.0006,1.0006
74.0307,37.0224,0.9707,0.9707
73.9498,37.0224,0.9740,0.9740
73.8689,37.0224,0.9841,0.9841
73.7880,37.0224,1.0006,1.0006
73.7071,37.0224,1.0232,1.0232
73.6262,37.0224,1.0232,1.0232
73.5454,36.9415,0.9707,0.9707
73.4645,36.9415,0.9707,0.9707
73.3836,36.9415,0.9740,0.9740
73.3027,36.9415,0.9841,0.9841
73.2218,36.9415,1.0006,1.0006
73.1409,36.9415,1.0232,1.0232
73.0600,36.8606,0.9707,0.9707
72.9791,36.8606,0.9707,0.9707
72.8982,36.8606,0.9740,0.9740
72.8173,36.8606,0.9841,0.9841
72.7365,36.8606,1.0006,1.0006
72.6556,36.8606,1.0232,1.0232
72.5747,36.7797,0.9707,0.9707
72.4938,36.7797,0.9707,0.9707
72.4129,36.7797,0.9740,0.9740
72.3320,36.7797,0.9841,0.9841
72.2511,36.7797,1.0006,1.0006
72.1702,36.7797,1.0232,1.0232
72.0893,36.7797,1.0006,1.0006
72.0084,36.6988,0.9707,0.9707
71.9276,36.6988,0.9740,0.9740
71.8467,36.6988,0.9841,0.9841
71.7658,36.6988,1.0006,1.0006
71.6849,36.6988,1.0232,1.0232
71.6040,36.6988,1.0232,1.0232
71.5231,36.6179,0.9707,0.9707
71.4422,36.6179,0.9707,0.9707
71.3613,36.6179,0.9740,0.9740
71.2804,36.6179,0.9841,0.9841
71.1995,36.6179,1.0006,1.0006
71.1187,36.6179,1.0232,1.0232
71.0378,36.6179,1.0006,1.0006
70.9569,36.5370,0.9707,0.9707
70.8760,36.5370,0.9707,0.9707
70.7951,36.5370,0.9740,0.9740
70.7142,36.5370,0.9841,0.9841
70.6333,36.5370,1.0006,1.0006
70.5524,36.5370,1.0232,1.0232
70.4715,36.5370,1.0006,1.0006
